2011/6/14,1340,CRIMINAL THREATS - NO WEAPON DISPLAYED,27,M,511,VERBAL THREAT,1200    BISHOPS                      RD,"(34.0688, -118.2333)"
2011/6/14,1400,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",46,M,207,OTHER KNIFE,1200    BISHOPS                      RD,"(34.0688, -118.2333)"
2011/6/14,1400,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",27,M,207,OTHER KNIFE,1200    BISHOPS                      RD,"(34.0688, -118.2333)"
2011/6/14,1730,INTIMATE PARTNER - SIMPLE ASSAULT,22,F,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",7TH,"(34.0467, -118.2556)"
2011/6/14,1930,BATTERY POLICE (SIMPLE),,M,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",700 W  7TH                          ST,"(34.048, -118.2577)"
2011/6/14,1830,THEFT PLAIN - PETTY ($950 & UNDER),35,F,,,1200 S  MAIN                         ST,"(34.0376, -118.2594)"
2011/7/14,330,BURGLARY FROM VEHICLE,33,M,,,4TH,"(34.043, -118.2341)"
2011/7/14,400,BATTERY - SIMPLE ASSAULT,23,M,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",200 W  TEMPLE                       ST,"(34.0549, -118.2426)"
2011/6/14,1610,THEFT PLAIN - PETTY ($950 & UNDER),26,F,,,1100    SANTEE                       ST,"(34.0378, -118.2561)"
2011/5/14,700,BURGLARY,32,M,,,500 N  FIGUEROA                     ST,"(34.0617, -118.2469)"
2011/6/14,2200,BURGLARY FROM VEHICLE,26,F,,,5TH                          ST,"(34.0495, -118.2529)"
2011/6/14,2000,VEHICLE - STOLEN,13,,,,17TH                         ST,"(34.0349, -118.2669)"
2011/1/14,925,BURGLARY,42,F,,,600 W  5TH                          ST,"(34.0502, -118.254)"
2011/6/14,900,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",56,M,,,200 W  6TH                          ST,"(34.046, -118.2509)"
2011/6/14,2000,THEFT PLAIN - PETTY ($950 & UNDER),26,F,,,500 W  6TH                          ST,"(34.0481, -118.2542)"
2011/6/14,2000,INTIMATE PARTNER - SIMPLE ASSAULT,25,F,500,UNKNOWN WEAPON/OTHER WEAPON,1100 S  FIGUEROA                     ST,"(34.0437, -118.2652)"
